"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"21.11.2019 21:30 - 21.11.2019 21:45","57755","59315"
"21.11.2019 21:45 - 21.11.2019 22:00","56822","58520"
"21.11.2019 22:00 - 21.11.2019 22:15","55598","57737"
"21.11.2019 22:15 - 21.11.2019 22:30","54569","56748"
"21.11.2019 22:30 - 21.11.2019 22:45","53772","55760"
"21.11.2019 22:45 - 21.11.2019 23:00","53148","55113"
"21.11.2019 23:00 - 21.11.2019 23:15","51953","53935"
"21.11.2019 23:15 - 21.11.2019 23:30","51146","53278"
"21.11.2019 23:30 - 21.11.2019 23:45","50673","52957"
"21.11.2019 23:45 - 22.11.2019 00:00","50300","52530"
"22.11.2019 00:00 - 22.11.2019 00:15","49671","51930"
"22.11.2019 00:15 - 22.11.2019 00:30","49246","51411"
"22.11.2019 00:30 - 22.11.2019 00:45","48929","51157"
"22.11.2019 00:45 - 22.11.2019 01:00","48598","50802"
"22.11.2019 01:00 - 22.11.2019 01:15","48242","50660"
"22.11.2019 01:15 - 22.11.2019 01:30","48326","50510"
"22.11.2019 01:30 - 22.11.2019 01:45","48288","50480"
"22.11.2019 01:45 - 22.11.2019 02:00","48317","50678"
"22.11.2019 02:00 - 22.11.2019 02:15","48417","50392"
"22.11.2019 02:15 - 22.11.2019 02:30","48632","50363"
"22.11.2019 02:30 - 22.11.2019 02:45","48754","50581"
"22.11.2019 02:45 - 22.11.2019 03:00","49001","50884"
"22.11.2019 03:00 - 22.11.2019 03:15","49431","51561"
"22.11.2019 03:15 - 22.11.2019 03:30","49895","51790"
"22.11.2019 03:30 - 22.11.2019 03:45","50164","52386"
"22.11.2019 03:45 - 22.11.2019 04:00","50759","53087"
"22.11.2019 04:00 - 22.11.2019 04:15","51918","54010"
"22.11.2019 04:15 - 22.11.2019 04:30","52416","54622"
"22.11.2019 04:30 - 22.11.2019 04:45","53544","55594"
"22.11.2019 04:45 - 22.11.2019 05:00","54748","57054"
"22.11.2019 05:00 - 22.11.2019 05:15","57419","60217"
"22.11.2019 05:15 - 22.11.2019 05:30","59632","62364"
"22.11.2019 05:30 - 22.11.2019 05:45","61307","64132"
"22.11.2019 05:45 - 22.11.2019 06:00","63027","65849"
"22.11.2019 06:00 - 22.11.2019 06:15","64776","67451"
"22.11.2019 06:15 - 22.11.2019 06:30","65510","68633"
"22.11.2019 06:30 - 22.11.2019 06:45","66144","69335"
"22.11.2019 06:45 - 22.11.2019 07:00","66807","69749"
"22.11.2019 07:00 - 22.11.2019 07:15","67644","70070"
"22.11.2019 07:15 - 22.11.2019 07:30","67972","70513"
"22.11.2019 07:30 - 22.11.2019 07:45","68052","70618"
"22.11.2019 07:45 - 22.11.2019 08:00","68383","70772"
"22.11.2019 08:00 - 22.11.2019 08:15","67927","70572"
"22.11.2019 08:15 - 22.11.2019 08:30","68419","70973"
"22.11.2019 08:30 - 22.11.2019 08:45","68822","71095"
"22.11.2019 08:45 - 22.11.2019 09:00","68943","71350"
"22.11.2019 09:00 - 22.11.2019 09:15","68771","71479"
"22.11.2019 09:15 - 22.11.2019 09:30","68962","71701"
"22.11.2019 09:30 - 22.11.2019 09:45","68902","71710"
"22.11.2019 09:45 - 22.11.2019 10:00","69106","71480"
"22.11.2019 10:00 - 22.11.2019 10:15","69200","71801"
"22.11.2019 10:15 - 22.11.2019 10:30","69321","71921"
"22.11.2019 10:30 - 22.11.2019 10:45","69423","72026"
"22.11.2019 10:45 - 22.11.2019 11:00","69436","71539"
"22.11.2019 11:00 - 22.11.2019 11:15","68974","71403"
"22.11.2019 11:15 - 22.11.2019 11:30","68817","71317"
"22.11.2019 11:30 - 22.11.2019 11:45","68421","71198"
"22.11.2019 11:45 - 22.11.2019 12:00","68234","70986"
"22.11.2019 12:00 - 22.11.2019 12:15","67905","71171"
"22.11.2019 12:15 - 22.11.2019 12:30","67563","70496"
"22.11.2019 12:30 - 22.11.2019 12:45","67118","70081"
"22.11.2019 12:45 - 22.11.2019 13:00","66522","69466"
"22.11.2019 13:00 - 22.11.2019 13:15","66353","68682"
"22.11.2019 13:15 - 22.11.2019 13:30","66274","68649"
"22.11.2019 13:30 - 22.11.2019 13:45","66215","68444"
"22.11.2019 13:45 - 22.11.2019 14:00","66115","67972"
"22.11.2019 14:00 - 22.11.2019 14:15","66132","67446"
"22.11.2019 14:15 - 22.11.2019 14:30","65827","67017"
"22.11.2019 14:30 - 22.11.2019 14:45","65873","66970"
"22.11.2019 14:45 - 22.11.2019 15:00","65647","66814"
"22.11.2019 15:00 - 22.11.2019 15:15","65951","67321"
"22.11.2019 15:15 - 22.11.2019 15:30","66173","68245"
"22.11.2019 15:30 - 22.11.2019 15:45","66661","69018"
"22.11.2019 15:45 - 22.11.2019 16:00","67124","70191"
"22.11.2019 16:00 - 22.11.2019 16:15","67898","70915"
"22.11.2019 16:15 - 22.11.2019 16:30","68305","70706"
"22.11.2019 16:30 - 22.11.2019 16:45","68509","70697"
"22.11.2019 16:45 - 22.11.2019 17:00","68524","70692"
"22.11.2019 17:00 - 22.11.2019 17:15","68196","71068"
"22.11.2019 17:15 - 22.11.2019 17:30","68059","70576"
"22.11.2019 17:30 - 22.11.2019 17:45","67821","70454"
"22.11.2019 17:45 - 22.11.2019 18:00","67431","70176"
"22.11.2019 18:00 - 22.11.2019 18:15","67062","69624"
"22.11.2019 18:15 - 22.11.2019 18:30","66213","68801"
"22.11.2019 18:30 - 22.11.2019 18:45","65462","68107"
"22.11.2019 18:45 - 22.11.2019 19:00","64958","67060"
"22.11.2019 19:00 - 22.11.2019 19:15","63666","65683"
"22.11.2019 19:15 - 22.11.2019 19:30","62488","64427"
"22.11.2019 19:30 - 22.11.2019 19:45","61583","63360"
"22.11.2019 19:45 - 22.11.2019 20:00","60697","62906"
"22.11.2019 20:00 - 22.11.2019 20:15","60065","61919"
"22.11.2019 20:15 - 22.11.2019 20:30","59325","61498"
"22.11.2019 20:30 - 22.11.2019 20:45","58614","61002"
"22.11.2019 20:45 - 22.11.2019 21:00","57842","59894"
"22.11.2019 21:00 - 22.11.2019 21:15","57556","59172"
"22.11.2019 21:15 - 22.11.2019 21:30","56872","58340"
"22.11.2019 21:30 - 22.11.2019 21:45","55821","57606"
"22.11.2019 21:45 - 22.11.2019 22:00","54903","56639"
"22.11.2019 22:00 - 22.11.2019 22:15","53868","55505"
"22.11.2019 22:15 - 22.11.2019 22:30","53138","54398"
"22.11.2019 22:30 - 22.11.2019 22:45","52402","53508"
"22.11.2019 22:45 - 22.11.2019 23:00","51669","52805"
"22.11.2019 23:00 - 22.11.2019 23:15","50613","51543"
"22.11.2019 23:15 - 22.11.2019 23:30","49693","51038"
"22.11.2019 23:30 - 22.11.2019 23:45","49151","50277"
"22.11.2019 23:45 - 23.11.2019 00:00","48793","49738"
"23.11.2019 00:00 - 23.11.2019 00:15","48108","48343"
"23.11.2019 00:15 - 23.11.2019 00:30","47577","47932"
"23.11.2019 00:30 - 23.11.2019 00:45","47166","47380"
"23.11.2019 00:45 - 23.11.2019 01:00","46885","47326"
"23.11.2019 01:00 - 23.11.2019 01:15","46509","47009"
"23.11.2019 01:15 - 23.11.2019 01:30","46258","46974"
"23.11.2019 01:30 - 23.11.2019 01:45","46257","46750"
"23.11.2019 01:45 - 23.11.2019 02:00","46160","46655"
"23.11.2019 02:00 - 23.11.2019 02:15","46099","46793"
"23.11.2019 02:15 - 23.11.2019 02:30","46214","46711"
"23.11.2019 02:30 - 23.11.2019 02:45","46199","46714"
"23.11.2019 02:45 - 23.11.2019 03:00","46302","46835"
"23.11.2019 03:00 - 23.11.2019 03:15","46439","46928"
"23.11.2019 03:15 - 23.11.2019 03:30","46567","46924"
"23.11.2019 03:30 - 23.11.2019 03:45","46609","46663"
"23.11.2019 03:45 - 23.11.2019 04:00","46753","46406"
"23.11.2019 04:00 - 23.11.2019 04:15","47061","46608"
"23.11.2019 04:15 - 23.11.2019 04:30","46976","46493"
"23.11.2019 04:30 - 23.11.2019 04:45","47039","46548"
"23.11.2019 04:45 - 23.11.2019 05:00","47188","47145"
"23.11.2019 05:00 - 23.11.2019 05:15","47613","47594"
"23.11.2019 05:15 - 23.11.2019 05:30","48148","48077"
"23.11.2019 05:30 - 23.11.2019 05:45","48791","48585"
"23.11.2019 05:45 - 23.11.2019 06:00","49465","49292"
"23.11.2019 06:00 - 23.11.2019 06:15","50558","51047"
"23.11.2019 06:15 - 23.11.2019 06:30","50986","52009"
"23.11.2019 06:30 - 23.11.2019 06:45","51813","53058"
"23.11.2019 06:45 - 23.11.2019 07:00","52609","53412"
"23.11.2019 07:00 - 23.11.2019 07:15","53670","54620"
"23.11.2019 07:15 - 23.11.2019 07:30","54442","55313"
"23.11.2019 07:30 - 23.11.2019 07:45","55153","56390"
"23.11.2019 07:45 - 23.11.2019 08:00","56120","57344"
"23.11.2019 08:00 - 23.11.2019 08:15","56629","58227"
"23.11.2019 08:15 - 23.11.2019 08:30","57271","58546"
"23.11.2019 08:30 - 23.11.2019 08:45","58079","58870"
"23.11.2019 08:45 - 23.11.2019 09:00","58350","59264"
"23.11.2019 09:00 - 23.11.2019 09:15","58716","59659"
"23.11.2019 09:15 - 23.11.2019 09:30","58950","59735"
"23.11.2019 09:30 - 23.11.2019 09:45","58980","60004"
"23.11.2019 09:45 - 23.11.2019 10:00","59149","60030"
"23.11.2019 10:00 - 23.11.2019 10:15","59365","60250"
"23.11.2019 10:15 - 23.11.2019 10:30","59562","60354"
"23.11.2019 10:30 - 23.11.2019 10:45","59661","60567"
"23.11.2019 10:45 - 23.11.2019 11:00","59781","60394"
"23.11.2019 11:00 - 23.11.2019 11:15","59298","60199"
"23.11.2019 11:15 - 23.11.2019 11:30","59202","60047"
"23.11.2019 11:30 - 23.11.2019 11:45","58832","59542"
"23.11.2019 11:45 - 23.11.2019 12:00","58673","59088"
"23.11.2019 12:00 - 23.11.2019 12:15","58174","58213"
"23.11.2019 12:15 - 23.11.2019 12:30","57881","57673"
"23.11.2019 12:30 - 23.11.2019 12:45","57440","57193"
"23.11.2019 12:45 - 23.11.2019 13:00","56928","56449"
"23.11.2019 13:00 - 23.11.2019 13:15","56669","56293"
"23.11.2019 13:15 - 23.11.2019 13:30","56341","56106"
"23.11.2019 13:30 - 23.11.2019 13:45","56323","55999"
"23.11.2019 13:45 - 23.11.2019 14:00","56139","55869"
"23.11.2019 14:00 - 23.11.2019 14:15","56165","56059"
"23.11.2019 14:15 - 23.11.2019 14:30","56049","56019"
"23.11.2019 14:30 - 23.11.2019 14:45","56101","56066"
"23.11.2019 14:45 - 23.11.2019 15:00","56018","56567"
"23.11.2019 15:00 - 23.11.2019 15:15","56289","57120"
"23.11.2019 15:15 - 23.11.2019 15:30","56570","58149"
"23.11.2019 15:30 - 23.11.2019 15:45","57400","59297"
"23.11.2019 15:45 - 23.11.2019 16:00","58202","60090"
"23.11.2019 16:00 - 23.11.2019 16:15","59427","60718"
"23.11.2019 16:15 - 23.11.2019 16:30","59950","61032"
"23.11.2019 16:30 - 23.11.2019 16:45","60325","61417"
"23.11.2019 16:45 - 23.11.2019 17:00","60471","61603"
"23.11.2019 17:00 - 23.11.2019 17:15","60688","61841"
"23.11.2019 17:15 - 23.11.2019 17:30","60731","61502"
"23.11.2019 17:30 - 23.11.2019 17:45","60500","60944"
"23.11.2019 17:45 - 23.11.2019 18:00","59968","60488"
"23.11.2019 18:00 - 23.11.2019 18:15","59628","60001"
"23.11.2019 18:15 - 23.11.2019 18:30","58850","59377"
"23.11.2019 18:30 - 23.11.2019 18:45","58303","58918"
"23.11.2019 18:45 - 23.11.2019 19:00","57602","58061"
"23.11.2019 19:00 - 23.11.2019 19:15","56569","56577"
"23.11.2019 19:15 - 23.11.2019 19:30","55533","55541"
"23.11.2019 19:30 - 23.11.2019 19:45","54748","54703"
"23.11.2019 19:45 - 23.11.2019 20:00","54087","53924"
"23.11.2019 20:00 - 23.11.2019 20:15","53630","53117"
"23.11.2019 20:15 - 23.11.2019 20:30","53159","52797"
"23.11.2019 20:30 - 23.11.2019 20:45","52713","52247"
"23.11.2019 20:45 - 23.11.2019 21:00","52414","52022"
"23.11.2019 21:00 - 23.11.2019 21:15","52528","52313"
"23.11.2019 21:15 - 23.11.2019 21:30","52018","52032"
"23.11.2019 21:30 - 23.11.2019 21:45","51171","51252"
"23.11.2019 21:45 - 23.11.2019 22:00","50454","50442"
"23.11.2019 22:00 - 23.11.2019 22:15","49448","49599"
"23.11.2019 22:15 - 23.11.2019 22:30","48658","49000"
"23.11.2019 22:30 - 23.11.2019 22:45","48028","48393"
"23.11.2019 22:45 - 23.11.2019 23:00","47338","47691"
"23.11.2019 23:00 - 23.11.2019 23:15","46328","46602"
"23.11.2019 23:15 - 23.11.2019 23:30","45515","45801"
"23.11.2019 23:30 - 23.11.2019 23:45","44950","45388"
"23.11.2019 23:45 - 24.11.2019 00:00","44636","44919"
"24.11.2019 00:00 - 24.11.2019 00:15","43776","44320"
"24.11.2019 00:15 - 24.11.2019 00:30","43318","43637"
"24.11.2019 00:30 - 24.11.2019 00:45","43006","43205"
"24.11.2019 00:45 - 24.11.2019 01:00","42685","43273"
"24.11.2019 01:00 - 24.11.2019 01:15","42365","43136"
"24.11.2019 01:15 - 24.11.2019 01:30","42356","43008"
"24.11.2019 01:30 - 24.11.2019 01:45","42203","42703"
"24.11.2019 01:45 - 24.11.2019 02:00","42080","42822"
"24.11.2019 02:00 - 24.11.2019 02:15","42146","42995"
"24.11.2019 02:15 - 24.11.2019 02:30","42206","42673"
"24.11.2019 02:30 - 24.11.2019 02:45","42099","42400"
"24.11.2019 02:45 - 24.11.2019 03:00","42167","42699"
"24.11.2019 03:00 - 24.11.2019 03:15","42310","43131"
"24.11.2019 03:15 - 24.11.2019 03:30","42402","43013"
"24.11.2019 03:30 - 24.11.2019 03:45","42351","43129"
"24.11.2019 03:45 - 24.11.2019 04:00","42499","43146"
"24.11.2019 04:00 - 24.11.2019 04:15","42821","42854"
"24.11.2019 04:15 - 24.11.2019 04:30","42659","42643"
"24.11.2019 04:30 - 24.11.2019 04:45","42566","42548"
"24.11.2019 04:45 - 24.11.2019 05:00","42382","42136"
"24.11.2019 05:00 - 24.11.2019 05:15","42404","42074"
"24.11.2019 05:15 - 24.11.2019 05:30","42442","42183"
"24.11.2019 05:30 - 24.11.2019 05:45","42794","42276"
"24.11.2019 05:45 - 24.11.2019 06:00","43197","42603"
"24.11.2019 06:00 - 24.11.2019 06:15","43867","43264"
"24.11.2019 06:15 - 24.11.2019 06:30","44228","43733"
"24.11.2019 06:30 - 24.11.2019 06:45","44936","44210"
"24.11.2019 06:45 - 24.11.2019 07:00","45571","44708"
"24.11.2019 07:00 - 24.11.2019 07:15","46391","46085"
"24.11.2019 07:15 - 24.11.2019 07:30","47054","47475"
"24.11.2019 07:30 - 24.11.2019 07:45","47855","48464"
"24.11.2019 07:45 - 24.11.2019 08:00","48613","49294"
"24.11.2019 08:00 - 24.11.2019 08:15","49252","50003"
"24.11.2019 08:15 - 24.11.2019 08:30","50218","51007"
"24.11.2019 08:30 - 24.11.2019 08:45","50760","51287"
"24.11.2019 08:45 - 24.11.2019 09:00","51305","51587"
"24.11.2019 09:00 - 24.11.2019 09:15","51611","52737"
"24.11.2019 09:15 - 24.11.2019 09:30","52152","53491"
"24.11.2019 09:30 - 24.11.2019 09:45","52793","53688"
"24.11.2019 09:45 - 24.11.2019 10:00","53281","54059"
"24.11.2019 10:00 - 24.11.2019 10:15","54033","54867"
"24.11.2019 10:15 - 24.11.2019 10:30","54700","55834"
"24.11.2019 10:30 - 24.11.2019 10:45","55030","55927"
"24.11.2019 10:45 - 24.11.2019 11:00","55190","55918"
"24.11.2019 11:00 - 24.11.2019 11:15","54893","55644"
"24.11.2019 11:15 - 24.11.2019 11:30","54633","55526"
"24.11.2019 11:30 - 24.11.2019 11:45","54211","54805"
"24.11.2019 11:45 - 24.11.2019 12:00","53996","54018"
"24.11.2019 12:00 - 24.11.2019 12:15","53462","53543"
"24.11.2019 12:15 - 24.11.2019 12:30","53050","52950"
"24.11.2019 12:30 - 24.11.2019 12:45","52827","52850"
"24.11.2019 12:45 - 24.11.2019 13:00","52323","52299"
"24.11.2019 13:00 - 24.11.2019 13:15","52163","52082"
"24.11.2019 13:15 - 24.11.2019 13:30","51882","51896"
"24.11.2019 13:30 - 24.11.2019 13:45","51798","51699"
"24.11.2019 13:45 - 24.11.2019 14:00","51704","51272"
"24.11.2019 14:00 - 24.11.2019 14:15","51728","51733"
"24.11.2019 14:15 - 24.11.2019 14:30","51492","51216"
"24.11.2019 14:30 - 24.11.2019 14:45","51676","51375"
"24.11.2019 14:45 - 24.11.2019 15:00","51759","51209"
"24.11.2019 15:00 - 24.11.2019 15:15","52207","52374"
"24.11.2019 15:15 - 24.11.2019 15:30","52695","53295"
"24.11.2019 15:30 - 24.11.2019 15:45","53543","54592"
"24.11.2019 15:45 - 24.11.2019 16:00","54422","55635"
"24.11.2019 16:00 - 24.11.2019 16:15","55496","57018"
"24.11.2019 16:15 - 24.11.2019 16:30","56151","57663"
"24.11.2019 16:30 - 24.11.2019 16:45","56560","58293"
"24.11.2019 16:45 - 24.11.2019 17:00","57000","58542"
"24.11.2019 17:00 - 24.11.2019 17:15","57502","58759"
"24.11.2019 17:15 - 24.11.2019 17:30","57685","58556"
"24.11.2019 17:30 - 24.11.2019 17:45","57449","58211"
"24.11.2019 17:45 - 24.11.2019 18:00","57177","58002"
"24.11.2019 18:00 - 24.11.2019 18:15","56898","56777"
"24.11.2019 18:15 - 24.11.2019 18:30","56232","56055"
"24.11.2019 18:30 - 24.11.2019 18:45","56030","55680"
"24.11.2019 18:45 - 24.11.2019 19:00","55518","55190"
"24.11.2019 19:00 - 24.11.2019 19:15","55135","54611"
"24.11.2019 19:15 - 24.11.2019 19:30","54225","53902"
"24.11.2019 19:30 - 24.11.2019 19:45","53582","53076"
"24.11.2019 19:45 - 24.11.2019 20:00","53032","52671"
"24.11.2019 20:00 - 24.11.2019 20:15","52653","52391"
"24.11.2019 20:15 - 24.11.2019 20:30","52540","51940"
"24.11.2019 20:30 - 24.11.2019 20:45","52121","51661"
"24.11.2019 20:45 - 24.11.2019 21:00","52315","51778"
"24.11.2019 21:00 - 24.11.2019 21:15","52647","52090"
"24.11.2019 21:15 - 24.11.2019 21:30","52432","51615"
"24.11.2019 21:30 - 24.11.2019 21:45","51741","50818"
"24.11.2019 21:45 - 24.11.2019 22:00","51111","49909"
"24.11.2019 22:00 - 24.11.2019 22:15","50281","49119"
"24.11.2019 22:15 - 24.11.2019 22:30","49448","48529"
"24.11.2019 22:30 - 24.11.2019 22:45","48702","48062"
"24.11.2019 22:45 - 24.11.2019 23:00","48107","47387"
"24.11.2019 23:00 - 24.11.2019 23:15","47068","46627"
"24.11.2019 23:15 - 24.11.2019 23:30","46331","46269"
"24.11.2019 23:30 - 24.11.2019 23:45","45763","45803"
"24.11.2019 23:45 - 25.11.2019 00:00","45512","45157"
"25.11.2019 00:00 - 25.11.2019 00:15","44889","45263"
"25.11.2019 00:15 - 25.11.2019 00:30","44462","45162"
"25.11.2019 00:30 - 25.11.2019 00:45","44294","44962"
"25.11.2019 00:45 - 25.11.2019 01:00","44068","44734"
"25.11.2019 01:00 - 25.11.2019 01:15","43875","44675"
"25.11.2019 01:15 - 25.11.2019 01:30","43925","44748"
"25.11.2019 01:30 - 25.11.2019 01:45","43951","44824"
"25.11.2019 01:45 - 25.11.2019 02:00","44030","44870"
"25.11.2019 02:00 - 25.11.2019 02:15","44293","44909"
"25.11.2019 02:15 - 25.11.2019 02:30","44581","44927"
"25.11.2019 02:30 - 25.11.2019 02:45","44766","45212"
"25.11.2019 02:45 - 25.11.2019 03:00","45185","45525"
"25.11.2019 03:00 - 25.11.2019 03:15","45664","46037"
"25.11.2019 03:15 - 25.11.2019 03:30","46110","46442"
"25.11.2019 03:30 - 25.11.2019 03:45","46625","47139"
"25.11.2019 03:45 - 25.11.2019 04:00","47269","47788"
"25.11.2019 04:00 - 25.11.2019 04:15","48804","49041"
"25.11.2019 04:15 - 25.11.2019 04:30","49437","49712"
"25.11.2019 04:30 - 25.11.2019 04:45","50690","51084"
"25.11.2019 04:45 - 25.11.2019 05:00","52439","52746"
"25.11.2019 05:00 - 25.11.2019 05:15","55787","56233"
"25.11.2019 05:15 - 25.11.2019 05:30","58020","58854"
"25.11.2019 05:30 - 25.11.2019 05:45","60239","61192"
"25.11.2019 05:45 - 25.11.2019 06:00","61851","63169"
"25.11.2019 06:00 - 25.11.2019 06:15","63945","65728"
"25.11.2019 06:15 - 25.11.2019 06:30","65119","66645"
"25.11.2019 06:30 - 25.11.2019 06:45","65723","67898"
"25.11.2019 06:45 - 25.11.2019 07:00","66359","68256"
"25.11.2019 07:00 - 25.11.2019 07:15","67121","69126"
"25.11.2019 07:15 - 25.11.2019 07:30","67418","69540"
"25.11.2019 07:30 - 25.11.2019 07:45","67572","69958"
"25.11.2019 07:45 - 25.11.2019 08:00","67866","70186"
"25.11.2019 08:00 - 25.11.2019 08:15","67298","69832"
"25.11.2019 08:15 - 25.11.2019 08:30","67629","70009"
"25.11.2019 08:30 - 25.11.2019 08:45","68108","70355"
"25.11.2019 08:45 - 25.11.2019 09:00","68306","70545"
"25.11.2019 09:00 - 25.11.2019 09:15","68359","71031"
"25.11.2019 09:15 - 25.11.2019 09:30","68617","71014"
"25.11.2019 09:30 - 25.11.2019 09:45","68640","71281"
"25.11.2019 09:45 - 25.11.2019 10:00","68835","71359"
"25.11.2019 10:00 - 25.11.2019 10:15","69149","71629"
"25.11.2019 10:15 - 25.11.2019 10:30","69187","71942"
"25.11.2019 10:30 - 25.11.2019 10:45","69406","72126"
"25.11.2019 10:45 - 25.11.2019 11:00","69640","72015"
"25.11.2019 11:00 - 25.11.2019 11:15","69178","71702"
"25.11.2019 11:15 - 25.11.2019 11:30","69041","71611"
"25.11.2019 11:30 - 25.11.2019 11:45","69028","71567"
"25.11.2019 11:45 - 25.11.2019 12:00","69381","71583"
"25.11.2019 12:00 - 25.11.2019 12:15","69341","71872"
"25.11.2019 12:15 - 25.11.2019 12:30","69145","71621"
"25.11.2019 12:30 - 25.11.2019 12:45","68751","71194"
"25.11.2019 12:45 - 25.11.2019 13:00","68280","70736"
"25.11.2019 13:00 - 25.11.2019 13:15","68153","70385"
"25.11.2019 13:15 - 25.11.2019 13:30","68173","70418"
"25.11.2019 13:30 - 25.11.2019 13:45","68272","70202"
"25.11.2019 13:45 - 25.11.2019 14:00","67983","69969"
"25.11.2019 14:00 - 25.11.2019 14:15","67989","70279"
"25.11.2019 14:15 - 25.11.2019 14:30","67658","70058"
"25.11.2019 14:30 - 25.11.2019 14:45","67462","69747"
"25.11.2019 14:45 - 25.11.2019 15:00","67302","69411"
"25.11.2019 15:00 - 25.11.2019 15:15","67312","69441"
"25.11.2019 15:15 - 25.11.2019 15:30","67524","69792"
"25.11.2019 15:30 - 25.11.2019 15:45","68012","70422"
"25.11.2019 15:45 - 25.11.2019 16:00","68539","70771"
"25.11.2019 16:00 - 25.11.2019 16:15","69343","70944"
"25.11.2019 16:15 - 25.11.2019 16:30","69651","71157"
"25.11.2019 16:30 - 25.11.2019 16:45","70012","71389"
"25.11.2019 16:45 - 25.11.2019 17:00","70198","71145"
"25.11.2019 17:00 - 25.11.2019 17:15","70021","71343"
"25.11.2019 17:15 - 25.11.2019 17:30","69929","71055"
"25.11.2019 17:30 - 25.11.2019 17:45","69784","70821"
"25.11.2019 17:45 - 25.11.2019 18:00","69559","70447"
"25.11.2019 18:00 - 25.11.2019 18:15","69427","70320"
"25.11.2019 18:15 - 25.11.2019 18:30","68472","69434"
"25.11.2019 18:30 - 25.11.2019 18:45","67971","68825"
"25.11.2019 18:45 - 25.11.2019 19:00","67421","68454"
"25.11.2019 19:00 - 25.11.2019 19:15","66182","67464"
"25.11.2019 19:15 - 25.11.2019 19:30","64874","66225"
"25.11.2019 19:30 - 25.11.2019 19:45","63938","65253"
"25.11.2019 19:45 - 25.11.2019 20:00","62943","64301"
"25.11.2019 20:00 - 25.11.2019 20:15","62319","63400"
"25.11.2019 20:15 - 25.11.2019 20:30","61718","62676"
"25.11.2019 20:30 - 25.11.2019 20:45","60956","61499"
"25.11.2019 20:45 - 25.11.2019 21:00","60155","60639"
"25.11.2019 21:00 - 25.11.2019 21:15","59794","60555"
"25.11.2019 21:15 - 25.11.2019 21:30","59008","59832"
"25.11.2019 21:30 - 25.11.2019 21:45","57861","58768"
"25.11.2019 21:45 - 25.11.2019 22:00","56768","57748"
"25.11.2019 22:00 - 25.11.2019 22:15","55454","56821"
"25.11.2019 22:15 - 25.11.2019 22:30","54426","55823"
"25.11.2019 22:30 - 25.11.2019 22:45","53497","54583"
"25.11.2019 22:45 - 25.11.2019 23:00","52797","53851"
"25.11.2019 23:00 - 25.11.2019 23:15","52883","53145"
"25.11.2019 23:15 - 25.11.2019 23:30","52347","52351"
"25.11.2019 23:30 - 25.11.2019 23:45","51942","51820"
"25.11.2019 23:45 - 26.11.2019 00:00","51535","51253"
"26.11.2019 00:00 - 26.11.2019 00:15","50809","50254"
"26.11.2019 00:15 - 26.11.2019 00:30","50138","50140"
"26.11.2019 00:30 - 26.11.2019 00:45","50046","49699"
"26.11.2019 00:45 - 26.11.2019 01:00","49886","49584"
"26.11.2019 01:00 - 26.11.2019 01:15","49356","49258"
"26.11.2019 01:15 - 26.11.2019 01:30","49317","49018"
"26.11.2019 01:30 - 26.11.2019 01:45","49264","48921"
"26.11.2019 01:45 - 26.11.2019 02:00","49403","49036"
"26.11.2019 02:00 - 26.11.2019 02:15","49465","49375"
"26.11.2019 02:15 - 26.11.2019 02:30","49700","49656"
"26.11.2019 02:30 - 26.11.2019 02:45","49708","49842"
"26.11.2019 02:45 - 26.11.2019 03:00","50040","49951"
"26.11.2019 03:00 - 26.11.2019 03:15","50461","50692"
"26.11.2019 03:15 - 26.11.2019 03:30","50957","50744"
"26.11.2019 03:30 - 26.11.2019 03:45","51262","51337"
"26.11.2019 03:45 - 26.11.2019 04:00","51694","51721"
"26.11.2019 04:00 - 26.11.2019 04:15","52974","53171"
"26.11.2019 04:15 - 26.11.2019 04:30","53580","53889"
"26.11.2019 04:30 - 26.11.2019 04:45","54611","54781"
"26.11.2019 04:45 - 26.11.2019 05:00","56035","56277"
"26.11.2019 05:00 - 26.11.2019 05:15","58793","58899"
"26.11.2019 05:15 - 26.11.2019 05:30","60878","61119"
"26.11.2019 05:30 - 26.11.2019 05:45","62745","63103"
"26.11.2019 05:45 - 26.11.2019 06:00","64240","65048"
"26.11.2019 06:00 - 26.11.2019 06:15","66244","67185"
"26.11.2019 06:15 - 26.11.2019 06:30","67207","68386"
"26.11.2019 06:30 - 26.11.2019 06:45","68100","69411"
"26.11.2019 06:45 - 26.11.2019 07:00","68608","70057"
"26.11.2019 07:00 - 26.11.2019 07:15","69271","70437"
"26.11.2019 07:15 - 26.11.2019 07:30","69450","70508"
"26.11.2019 07:30 - 26.11.2019 07:45","69622","70572"
"26.11.2019 07:45 - 26.11.2019 08:00","70035","70842"
"26.11.2019 08:00 - 26.11.2019 08:15","69614","70184"
"26.11.2019 08:15 - 26.11.2019 08:30","69955","70328"
"26.11.2019 08:30 - 26.11.2019 08:45","70349","70736"
"26.11.2019 08:45 - 26.11.2019 09:00","70510","71077"
"26.11.2019 09:00 - 26.11.2019 09:15","70465","71181"
"26.11.2019 09:15 - 26.11.2019 09:30","70659","70766"
"26.11.2019 09:30 - 26.11.2019 09:45","70805","71087"
"26.11.2019 09:45 - 26.11.2019 10:00","71040","71662"
"26.11.2019 10:00 - 26.11.2019 10:15","71259","71949"
