"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|FR","Generation - Solar  [MW] Intraday / BZN|FR","Generation - Solar  [MW] Current / BZN|FR","Generation - Wind Offshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Offshore  [MW] Intraday / BZN|FR","Generation - Wind Offshore  [MW] Current / BZN|FR","Generation - Wind Onshore  [MW] Day Ahead/ BZN|FR","Generation - Wind Onshore  [MW] Intraday / BZN|FR","Generation - Wind Onshore  [MW] Current / BZN|FR"
"23.05.2020 20:00 - 23.05.2020 21:00","0","0","0","n/e","n/e","n/e","4972","4372","4210"
"23.05.2020 21:00 - 23.05.2020 22:00","0","0","0","n/e","n/e","n/e","4454","3823","3643"
"23.05.2020 22:00 - 23.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","3596","N/A","3781"
"23.05.2020 23:00 - 24.05.2020 00:00","0","N/A","0","n/e","n/e","n/e","3528","N/A","3797"
"24.05.2020 00:00 - 24.05.2020 01:00","0","N/A","0","n/e","n/e","n/e","3460","N/A","3818"
"24.05.2020 01:00 - 24.05.2020 02:00","0","N/A","0","n/e","n/e","n/e","3302","N/A","3618"
"24.05.2020 02:00 - 24.05.2020 03:00","0","N/A","0","n/e","n/e","n/e","3143","N/A","3423"
"24.05.2020 03:00 - 24.05.2020 04:00","0","N/A","0","n/e","n/e","n/e","2984","N/A","3229"
"24.05.2020 04:00 - 24.05.2020 05:00","0","N/A","0","n/e","n/e","n/e","2808","N/A","2968"
"24.05.2020 05:00 - 24.05.2020 06:00","315","308","308","n/e","n/e","n/e","2633","2694","2694"
"24.05.2020 06:00 - 24.05.2020 07:00","1276","1209","1209","n/e","n/e","n/e","2456","2411","2411"
"24.05.2020 07:00 - 24.05.2020 08:00","2808","2667","2667","n/e","n/e","n/e","2320","2310","2310"
"24.05.2020 08:00 - 24.05.2020 09:00","4398","4249","4393","n/e","n/e","n/e","2183","2214","2196"
"24.05.2020 09:00 - 24.05.2020 10:00","5613","5491","5575","n/e","n/e","n/e","2048","2120","2100"
"24.05.2020 10:00 - 24.05.2020 11:00","6436","6304","6305","n/e","n/e","n/e","2177","2279","2204"
"24.05.2020 11:00 - 24.05.2020 12:00","6712","6643","6678","n/e","n/e","n/e","2307","2439","2317"
"24.05.2020 12:00 - 24.05.2020 13:00","6803","6634","6670","n/e","n/e","n/e","2437","2601","2433"
"24.05.2020 13:00 - 24.05.2020 14:00","6524","6396","6382","n/e","n/e","n/e","2455","2616","2405"
"24.05.2020 14:00 - 24.05.2020 15:00","5919","5875","5690","n/e","n/e","n/e","2474","2632","2380"
"24.05.2020 15:00 - 24.05.2020 16:00","5036","4955","4861","n/e","n/e","n/e","2493","2648","2357"
"24.05.2020 16:00 - 24.05.2020 17:00","3766","3704","3657","n/e","n/e","n/e","2436","2577","2282"
"24.05.2020 17:00 - 24.05.2020 18:00","2204","2191","2184","n/e","n/e","n/e","2380","2507","2208"
"24.05.2020 18:00 - 24.05.2020 19:00","896","893","898","n/e","n/e","n/e","2324","2438","2135"
"24.05.2020 19:00 - 24.05.2020 20:00","125","127","129","n/e","n/e","n/e","2311","2383","2194"
"24.05.2020 20:00 - 24.05.2020 21:00","0","0","0","n/e","n/e","n/e","2297","2329","2255"
"24.05.2020 21:00 - 24.05.2020 22:00","0","0","0","n/e","n/e","n/e","2283","2275","2315"
"24.05.2020 22:00 - 24.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","2244","N/A","2163"
"24.05.2020 23:00 - 25.05.2020 00:00","0","N/A","0","n/e","n/e","n/e","2230","N/A","2211"
"25.05.2020 00:00 - 25.05.2020 01:00","0","N/A","0","n/e","n/e","n/e","2217","N/A","2260"
"25.05.2020 01:00 - 25.05.2020 02:00","0","N/A","0","n/e","n/e","n/e","2230","N/A","2236"
"25.05.2020 02:00 - 25.05.2020 03:00","0","N/A","0","n/e","n/e","n/e","2243","N/A","2212"
"25.05.2020 03:00 - 25.05.2020 04:00","0","N/A","0","n/e","n/e","n/e","2256","N/A","2191"
"25.05.2020 04:00 - 25.05.2020 05:00","1","N/A","1","n/e","n/e","n/e","2078","N/A","2005"
"25.05.2020 05:00 - 25.05.2020 06:00","332","341","341","n/e","n/e","n/e","1900","1947","1947"
"25.05.2020 06:00 - 25.05.2020 07:00","1307","1321","1321","n/e","n/e","n/e","1724","1775","1775"
"25.05.2020 07:00 - 25.05.2020 08:00","2883","2893","2893","n/e","n/e","n/e","1551","1640","1640"
"25.05.2020 08:00 - 25.05.2020 09:00","4466","4514","4611","n/e","n/e","n/e","1378","1515","1561"
"25.05.2020 09:00 - 25.05.2020 10:00","5703","5742","5775","n/e","n/e","n/e","1207","1398","1436"
"25.05.2020 10:00 - 25.05.2020 11:00","6501","6544","6518","n/e","n/e","n/e","1386","1562","1573"
"25.05.2020 11:00 - 25.05.2020 12:00","6900","6876","6834","n/e","n/e","n/e","1568","1732","1720"
"25.05.2020 12:00 - 25.05.2020 13:00","6940","6947","6943","n/e","n/e","n/e","1751","1905","1870"
"25.05.2020 13:00 - 25.05.2020 14:00","6664","6674","6665","n/e","n/e","n/e","1872","2070","2029"
"25.05.2020 14:00 - 25.05.2020 15:00","6116","6084","6127","n/e","n/e","n/e","1994","2237","2189"
"25.05.2020 15:00 - 25.05.2020 16:00","5180","5157","5157","n/e","n/e","n/e","2116","2405","2350"
"25.05.2020 16:00 - 25.05.2020 17:00","3865","3845","3855","n/e","n/e","n/e","2262","2480","2471"
"25.05.2020 17:00 - 25.05.2020 18:00","2269","2261","2273","n/e","n/e","n/e","2408","2556","2593"
"25.05.2020 18:00 - 25.05.2020 19:00","922","923","923","n/e","n/e","n/e","2554","2634","2717"
"25.05.2020 19:00 - 25.05.2020 20:00","133","134","133","n/e","n/e","n/e","2694","2828","2890"
"25.05.2020 20:00 - 25.05.2020 21:00","0","0","0","n/e","n/e","n/e","2835","3024","3063"
"25.05.2020 21:00 - 25.05.2020 22:00","0","0","0","n/e","n/e","n/e","2976","3220","3237"
"25.05.2020 22:00 - 25.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","3194","N/A","2997"
"25.05.2020 23:00 - 26.05.2020 00:00","0","N/A","0","n/e","n/e","n/e","3347","N/A","3110"
"26.05.2020 00:00 - 26.05.2020 01:00","0","N/A","0","n/e","n/e","n/e","3501","N/A","3224"
"26.05.2020 01:00 - 26.05.2020 02:00","0","N/A","0","n/e","n/e","n/e","3372","N/A","3070"
"26.05.2020 02:00 - 26.05.2020 03:00","0","N/A","0","n/e","n/e","n/e","3242","N/A","2916"
"26.05.2020 03:00 - 26.05.2020 04:00","0","N/A","0","n/e","n/e","n/e","3113","N/A","2762"
"26.05.2020 04:00 - 26.05.2020 05:00","1","N/A","1","n/e","n/e","n/e","2925","N/A","2645"
"26.05.2020 05:00 - 26.05.2020 06:00","360","361","361","n/e","n/e","n/e","2737","2649","2649"
"26.05.2020 06:00 - 26.05.2020 07:00","1374","1374","1374","n/e","n/e","n/e","2550","2429","2429"
"26.05.2020 07:00 - 26.05.2020 08:00","2969","2967","2967","n/e","n/e","n/e","2501","2325","2325"
"26.05.2020 08:00 - 26.05.2020 09:00","4599","4588","4739","n/e","n/e","n/e","2451","2226","2300"
"26.05.2020 09:00 - 26.05.2020 10:00","5820","5793","5851","n/e","n/e","n/e","2403","2131","2246"
"26.05.2020 10:00 - 26.05.2020 11:00","6593","6579","6630","n/e","n/e","n/e","2639","2419","2501"
"26.05.2020 11:00 - 26.05.2020 12:00","6989","6997","6986","n/e","n/e","n/e","2875","2713","2756"
"26.05.2020 12:00 - 26.05.2020 13:00","7044","7045","7031","n/e","n/e","n/e","3111","3007","3008"
"26.05.2020 13:00 - 26.05.2020 14:00","6810","6800","6806","n/e","n/e","n/e","3233","3189","3197"
"26.05.2020 14:00 - 26.05.2020 15:00","6234","6204","6216","n/e","n/e","n/e","3355","3371","3385"
"26.05.2020 15:00 - 26.05.2020 16:00","5283","5247","5236","n/e","n/e","n/e","3477","3555","3573"
"26.05.2020 16:00 - 26.05.2020 17:00","3932","3912","3876","n/e","n/e","n/e","3598","3642","3671"
"26.05.2020 17:00 - 26.05.2020 18:00","2299","2289","2255","n/e","n/e","n/e","3719","3728","3769"
"26.05.2020 18:00 - 26.05.2020 19:00","933","933","925","n/e","n/e","n/e","3840","3816","3867"
"26.05.2020 19:00 - 26.05.2020 20:00","140","142","140","n/e","n/e","n/e","3899","3741","3862"
"26.05.2020 20:00 - 26.05.2020 21:00","0","0","0","n/e","n/e","n/e","3957","3666","3857"
"26.05.2020 21:00 - 26.05.2020 22:00","0","0","0","n/e","n/e","n/e","4015","3590","3854"
"26.05.2020 22:00 - 26.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","3697","N/A","3659"
"26.05.2020 23:00 - 27.05.2020 00:00","0","N/A","0","n/e","n/e","n/e","3480","N/A","3469"
"27.05.2020 00:00 - 27.05.2020 01:00","0","N/A","0","n/e","n/e","n/e","3265","N/A","3280"
"27.05.2020 01:00 - 27.05.2020 02:00","0","N/A","0","n/e","n/e","n/e","3108","N/A","3114"
"27.05.2020 02:00 - 27.05.2020 03:00","0","N/A","0","n/e","n/e","n/e","2952","N/A","2952"
"27.05.2020 03:00 - 27.05.2020 04:00","0","N/A","0","n/e","n/e","n/e","2796","N/A","2792"
"27.05.2020 04:00 - 27.05.2020 05:00","1","N/A","1","n/e","n/e","n/e","2624","N/A","2646"
"27.05.2020 05:00 - 27.05.2020 06:00","352","357","357","n/e","n/e","n/e","2454","2854","2500"
"27.05.2020 06:00 - 27.05.2020 07:00","1334","1330","1330","n/e","n/e","n/e","2285","2643","2355"
"27.05.2020 07:00 - 27.05.2020 08:00","2856","2844","2844","n/e","n/e","n/e","2097","2379","2173"
"27.05.2020 08:00 - 27.05.2020 09:00","4411","4369","4369","n/e","n/e","n/e","1909","2133","1991"
"27.05.2020 09:00 - 27.05.2020 10:00","5589","5493","5493","n/e","n/e","n/e","1721","1901","1810"
"27.05.2020 10:00 - 27.05.2020 11:00","6350","6282","6282","n/e","n/e","n/e","2136","2226","2191"
"27.05.2020 11:00 - 27.05.2020 12:00","6722","6635","6635","n/e","n/e","n/e","2550","2559","2572"
"27.05.2020 12:00 - 27.05.2020 13:00","6851","6678","6678","n/e","n/e","n/e","2966","2895","2955"
"27.05.2020 13:00 - 27.05.2020 14:00","6675","6464","6464","n/e","n/e","n/e","3109","2982","3111"
"27.05.2020 14:00 - 27.05.2020 15:00","6118","5858","5858","n/e","n/e","n/e","3252","3073","3268"
"27.05.2020 15:00 - 27.05.2020 16:00","5193","4918","4918","n/e","n/e","n/e","3396","3166","3425"
"27.05.2020 16:00 - 27.05.2020 17:00","3884","3714","3714","n/e","n/e","n/e","3476","3254","3461"
"27.05.2020 17:00 - 27.05.2020 18:00","2275","2206","2206","n/e","n/e","n/e","3557","3343","3497"
"27.05.2020 18:00 - 27.05.2020 19:00","934","931","931","n/e","n/e","n/e","3639","3433","3532"
"27.05.2020 19:00 - 27.05.2020 20:00","148","148","148","n/e","n/e","n/e","3562","3422","3480"
"27.05.2020 20:00 - 27.05.2020 21:00","0","0","0","n/e","n/e","n/e","3484","3411","3428"
"27.05.2020 21:00 - 27.05.2020 22:00","0","0","0","n/e","n/e","n/e","3407","3399","3376"
"27.05.2020 22:00 - 27.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","3303","N/A","3303"
"27.05.2020 23:00 - 28.05.2020 00:00","0","N/A","0","n/e","n/e","n/e","3329","N/A","3329"
"28.05.2020 00:00 - 28.05.2020 01:00","0","N/A","0","n/e","n/e","n/e","3358","N/A","3358"
"28.05.2020 01:00 - 28.05.2020 02:00","0","N/A","0","n/e","n/e","n/e","3261","N/A","3261"
"28.05.2020 02:00 - 28.05.2020 03:00","0","N/A","0","n/e","n/e","n/e","3162","N/A","3162"
"28.05.2020 03:00 - 28.05.2020 04:00","0","N/A","0","n/e","n/e","n/e","3063","N/A","3063"
"28.05.2020 04:00 - 28.05.2020 05:00","1","N/A","1","n/e","n/e","n/e","3066","N/A","3066"
"28.05.2020 05:00 - 28.05.2020 06:00","370","376","376","n/e","n/e","n/e","3069","3230","3069"
"28.05.2020 06:00 - 28.05.2020 07:00","1367","1385","1385","n/e","n/e","n/e","3072","3039","3072"
"28.05.2020 07:00 - 28.05.2020 08:00","2948","2976","2976","n/e","n/e","n/e","3006","2847","3006"
"28.05.2020 08:00 - 28.05.2020 09:00","4569","4590","4590","n/e","n/e","n/e","2940","2677","2940"
"28.05.2020 09:00 - 28.05.2020 10:00","5804","5788","5788","n/e","n/e","n/e","2875","2518","2875"
"28.05.2020 10:00 - 28.05.2020 11:00","6603","6592","6592","n/e","n/e","n/e","3101","2711","3101"
"28.05.2020 11:00 - 28.05.2020 12:00","6975","6937","6937","n/e","n/e","n/e","3327","2911","3327"
"28.05.2020 12:00 - 28.05.2020 13:00","7021","6969","6969","n/e","n/e","n/e","3553","3115","3553"
"28.05.2020 13:00 - 28.05.2020 14:00","6788","6727","6727","n/e","n/e","n/e","3735","3353","3735"
"28.05.2020 14:00 - 28.05.2020 15:00","6237","6167","6167","n/e","n/e","n/e","3917","3597","3917"
"28.05.2020 15:00 - 28.05.2020 16:00","5288","5246","5246","n/e","n/e","n/e","4099","3843","4099"
"28.05.2020 16:00 - 28.05.2020 17:00","3950","3930","3930","n/e","n/e","n/e","4325","4065","4325"
"28.05.2020 17:00 - 28.05.2020 18:00","2331","2322","2322","n/e","n/e","n/e","4550","4286","4550"
"28.05.2020 18:00 - 28.05.2020 19:00","965","966","966","n/e","n/e","n/e","4776","4510","4776"
"28.05.2020 19:00 - 28.05.2020 20:00","153","154","154","n/e","n/e","n/e","4676","4633","4676"
"28.05.2020 20:00 - 28.05.2020 21:00","0","0","0","n/e","n/e","n/e","4576","4757","4576"
"28.05.2020 21:00 - 28.05.2020 22:00","0","0","0","n/e","n/e","n/e","4476","4878","4476"
"28.05.2020 22:00 - 28.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","4730","N/A","4463"
"28.05.2020 23:00 - 29.05.2020 00:00","0","N/A","0","n/e","n/e","n/e","4765","N/A","4444"
"29.05.2020 00:00 - 29.05.2020 01:00","0","N/A","0","n/e","n/e","n/e","4800","N/A","4426"
"29.05.2020 01:00 - 29.05.2020 02:00","0","N/A","0","n/e","n/e","n/e","4571","N/A","4267"
"29.05.2020 02:00 - 29.05.2020 03:00","0","N/A","0","n/e","n/e","n/e","4342","N/A","4107"
"29.05.2020 03:00 - 29.05.2020 04:00","0","N/A","0","n/e","n/e","n/e","4112","N/A","3948"
"29.05.2020 04:00 - 29.05.2020 05:00","2","N/A","2","n/e","n/e","n/e","3898","N/A","3722"
"29.05.2020 05:00 - 29.05.2020 06:00","383","389","389","n/e","n/e","n/e","3685","4148","4148"
"29.05.2020 06:00 - 29.05.2020 07:00","1393","1399","1399","n/e","n/e","n/e","3471","3709","3709"
"29.05.2020 07:00 - 29.05.2020 08:00","2979","2955","2955","n/e","n/e","n/e","3290","3428","3428"
"29.05.2020 08:00 - 29.05.2020 09:00","4601","4521","4749","n/e","n/e","n/e","3111","3182","3074"
"29.05.2020 09:00 - 29.05.2020 10:00","5788","5697","5819","n/e","n/e","n/e","2932","2958","2861"
"29.05.2020 10:00 - 29.05.2020 11:00","6506","6425","6566","n/e","n/e","n/e","3260","3264","3103"
"29.05.2020 11:00 - 29.05.2020 12:00","6792","6749","6897","n/e","n/e","n/e","3589","3584","3365"
"29.05.2020 12:00 - 29.05.2020 13:00","6695","6752","6894","n/e","n/e","n/e","3917","3909","3639"
"29.05.2020 13:00 - 29.05.2020 14:00","6479","6575","6623","n/e","n/e","n/e","3936","3942","3687"
"29.05.2020 14:00 - 29.05.2020 15:00","5904","6123","6010","n/e","n/e","n/e","3954","3983","3742"
"29.05.2020 15:00 - 29.05.2020 16:00","5012","5215","5050","n/e","n/e","n/e","3972","4028","3800"
"29.05.2020 16:00 - 29.05.2020 17:00","3794","3905","3821","n/e","n/e","n/e","4089","4000","3826"
"29.05.2020 17:00 - 29.05.2020 18:00","2245","2313","2290","n/e","n/e","n/e","4206","3972","3857"
"29.05.2020 18:00 - 29.05.2020 19:00","940","958","958","n/e","n/e","n/e","4323","3948","3891"
"29.05.2020 19:00 - 29.05.2020 20:00","160","162","161","n/e","n/e","n/e","4218","3929","3908"
"29.05.2020 20:00 - 29.05.2020 21:00","0","0","0","n/e","n/e","n/e","4112","3910","3925"
"29.05.2020 21:00 - 29.05.2020 22:00","0","0","0","n/e","n/e","n/e","4007","3889","3943"
"29.05.2020 22:00 - 29.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","3812","N/A","3689"
"29.05.2020 23:00 - 30.05.2020 00:00","0","N/A","0","n/e","n/e","n/e","3754","N/A","3658"
"30.05.2020 00:00 - 30.05.2020 01:00","0","N/A","0","n/e","n/e","n/e","3698","N/A","3631"
"30.05.2020 01:00 - 30.05.2020 02:00","0","N/A","0","n/e","n/e","n/e","3615","N/A","3546"
"30.05.2020 02:00 - 30.05.2020 03:00","0","N/A","0","n/e","n/e","n/e","3532","N/A","3466"
"30.05.2020 03:00 - 30.05.2020 04:00","0","N/A","0","n/e","n/e","n/e","3449","N/A","3387"
"30.05.2020 04:00 - 30.05.2020 05:00","2","N/A","2","n/e","n/e","n/e","3163","N/A","3107"
"30.05.2020 05:00 - 30.05.2020 06:00","390","399","399","n/e","n/e","n/e","2877","3005","3005"
"30.05.2020 06:00 - 30.05.2020 07:00","1402","1414","1414","n/e","n/e","n/e","2591","2704","2704"
"30.05.2020 07:00 - 30.05.2020 08:00","2987","3001","3001","n/e","n/e","n/e","2405","2425","2425"
"30.05.2020 08:00 - 30.05.2020 09:00","4601","4608","4719","n/e","n/e","n/e","2223","2154","2073"
"30.05.2020 09:00 - 30.05.2020 10:00","5771","5787","5799","n/e","n/e","n/e","2042","1894","1761"
"30.05.2020 10:00 - 30.05.2020 11:00","6542","6549","6585","n/e","n/e","n/e","2333","2208","2011"
"30.05.2020 11:00 - 30.05.2020 12:00","6869","6890","6929","n/e","n/e","n/e","2626","2530","2271"
"30.05.2020 12:00 - 30.05.2020 13:00","6916","6873","6945","n/e","n/e","n/e","2918","2854","2536"
"30.05.2020 13:00 - 30.05.2020 14:00","6695","6681","6708","n/e","n/e","n/e","2902","2895","2631"
"30.05.2020 14:00 - 30.05.2020 15:00","6100","6155","6125","n/e","n/e","n/e","2886","2938","2728"
"30.05.2020 15:00 - 30.05.2020 16:00","5217","5236","5211","n/e","n/e","n/e","2870","2983","2826"
"30.05.2020 16:00 - 30.05.2020 17:00","3931","3931","3915","n/e","n/e","n/e","2967","3134","3019"
"30.05.2020 17:00 - 30.05.2020 18:00","2330","2327","2318","n/e","n/e","n/e","3063","3285","3212"
"30.05.2020 18:00 - 30.05.2020 19:00","977","973","972","n/e","n/e","n/e","3160","3437","3404"
"30.05.2020 19:00 - 30.05.2020 20:00","166","166","166","n/e","n/e","n/e","3361","3504","3523"
"30.05.2020 20:00 - 30.05.2020 21:00","0","0","0","n/e","n/e","n/e","3562","3571","3641"
"30.05.2020 21:00 - 30.05.2020 22:00","0","0","0","n/e","n/e","n/e","3763","3637","3759"
"30.05.2020 22:00 - 30.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","3615","N/A","3345"
"30.05.2020 23:00 - 31.05.2020 00:00","0","N/A","0","n/e","n/e","n/e","3640","N/A","3364"
"31.05.2020 00:00 - 31.05.2020 01:00","0","N/A","0","n/e","n/e","n/e","3666","N/A","3385"
"31.05.2020 01:00 - 31.05.2020 02:00","0","N/A","0","n/e","n/e","n/e","3621","N/A","3357"
"31.05.2020 02:00 - 31.05.2020 03:00","0","N/A","0","n/e","n/e","n/e","3576","N/A","3331"
"31.05.2020 03:00 - 31.05.2020 04:00","0","N/A","0","n/e","n/e","n/e","3533","N/A","3306"
"31.05.2020 04:00 - 31.05.2020 05:00","3","N/A","3","n/e","n/e","n/e","3437","N/A","3240"
"31.05.2020 05:00 - 31.05.2020 06:00","397","393","393","n/e","n/e","n/e","3342","3797","3797"
"31.05.2020 06:00 - 31.05.2020 07:00","1393","1383","1383","n/e","n/e","n/e","3246","3555","3555"
"31.05.2020 07:00 - 31.05.2020 08:00","2952","2946","2946","n/e","n/e","n/e","3229","3423","3423"
"31.05.2020 08:00 - 31.05.2020 09:00","4569","4537","4473","n/e","n/e","n/e","3212","3318","3016"
"31.05.2020 09:00 - 31.05.2020 10:00","5760","5722","5612","n/e","n/e","n/e","3195","3228","2930"
"31.05.2020 10:00 - 31.05.2020 11:00","6477","6445","6399","n/e","n/e","n/e","3518","3461","3150"
"31.05.2020 11:00 - 31.05.2020 12:00","6851","6815","6797","n/e","n/e","n/e","3843","3703","3380"
"31.05.2020 12:00 - 31.05.2020 13:00","6870","6800","6886","n/e","n/e","n/e","4167","3949","3616"
"31.05.2020 13:00 - 31.05.2020 14:00","6658","6643","6566","n/e","n/e","n/e","4092","3917","3618"
"31.05.2020 14:00 - 31.05.2020 15:00","6165","6118","6002","n/e","n/e","n/e","4016","3888","3623"
"31.05.2020 15:00 - 31.05.2020 16:00","5252","5233","5044","n/e","n/e","n/e","3939","3863","3630"
"31.05.2020 16:00 - 31.05.2020 17:00","3937","3876","3746","n/e","n/e","n/e","4010","4116","3833"
"31.05.2020 17:00 - 31.05.2020 18:00","2328","2265","2206","n/e","n/e","n/e","4081","4369","4037"
"31.05.2020 18:00 - 31.05.2020 19:00","974","937","923","n/e","n/e","n/e","4153","4625","4242"
"31.05.2020 19:00 - 31.05.2020 20:00","168","163","160","n/e","n/e","n/e","4172","4539","4307"
"31.05.2020 20:00 - 31.05.2020 21:00","0","0","0","n/e","n/e","n/e","4191","4453","4373"
"31.05.2020 21:00 - 31.05.2020 22:00","0","0","0","n/e","n/e","n/e","4210","4366","4439"
"31.05.2020 22:00 - 31.05.2020 23:00","0","N/A","0","n/e","n/e","n/e","4253","N/A","4095"
"31.05.2020 23:00 - 01.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","4175","N/A","4021"
"01.06.2020 00:00 - 01.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","4098","N/A","3947"
"01.06.2020 01:00 - 01.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","3971","N/A","3821"
"01.06.2020 02:00 - 01.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","3844","N/A","3694"
"01.06.2020 03:00 - 01.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","3717","N/A","3567"
"01.06.2020 04:00 - 01.06.2020 05:00","3","N/A","3","n/e","n/e","n/e","3456","N/A","3282"
"01.06.2020 05:00 - 01.06.2020 06:00","366","366","366","n/e","n/e","n/e","3196","3009","3009"
"01.06.2020 06:00 - 01.06.2020 07:00","1245","1245","1245","n/e","n/e","n/e","2937","2723","2723"
"01.06.2020 07:00 - 01.06.2020 08:00","2582","2582","2582","n/e","n/e","n/e","2763","2518","2518"
"01.06.2020 08:00 - 01.06.2020 09:00","3873","3873","3873","n/e","n/e","n/e","2589","2314","2314"
"01.06.2020 09:00 - 01.06.2020 10:00","4817","4817","4817","n/e","n/e","n/e","2415","2111","2111"
"01.06.2020 10:00 - 01.06.2020 11:00","5467","5467","5467","n/e","n/e","n/e","2540","2303","2303"
"01.06.2020 11:00 - 01.06.2020 12:00","5668","5668","5668","n/e","n/e","n/e","2666","2494","2494"
"01.06.2020 12:00 - 01.06.2020 13:00","5677","5677","5677","n/e","n/e","n/e","2792","2686","2686"
"01.06.2020 13:00 - 01.06.2020 14:00","5486","5486","5486","n/e","n/e","n/e","2706","2580","2580"
"01.06.2020 14:00 - 01.06.2020 15:00","4981","4981","4981","n/e","n/e","n/e","2621","2474","2474"
"01.06.2020 15:00 - 01.06.2020 16:00","4286","4286","4286","n/e","n/e","n/e","2535","2367","2367"
"01.06.2020 16:00 - 01.06.2020 17:00","3203","3203","3203","n/e","n/e","n/e","2459","2302","2302"
"01.06.2020 17:00 - 01.06.2020 18:00","2001","2001","2001","n/e","n/e","n/e","2383","2237","2237"
"01.06.2020 18:00 - 01.06.2020 19:00","863","863","863","n/e","n/e","n/e","2308","2172","2172"
"01.06.2020 19:00 - 01.06.2020 20:00","164","164","164","n/e","n/e","n/e","2530","2422","2422"
"01.06.2020 20:00 - 01.06.2020 21:00","0","0","0","n/e","n/e","n/e","2751","2673","2673"
"01.06.2020 21:00 - 01.06.2020 22:00","0","0","0","n/e","n/e","n/e","2973","2923","2923"
"01.06.2020 22:00 - 01.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","2974","N/A","2974"
"01.06.2020 23:00 - 02.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","3026","N/A","3026"
"02.06.2020 00:00 - 02.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","3077","N/A","3077"
"02.06.2020 01:00 - 02.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","2832","N/A","2832"
"02.06.2020 02:00 - 02.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","2587","N/A","2587"
"02.06.2020 03:00 - 02.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","2342","N/A","2342"
"02.06.2020 04:00 - 02.06.2020 05:00","3","N/A","3","n/e","n/e","n/e","2150","N/A","2150"
"02.06.2020 05:00 - 02.06.2020 06:00","329","327","327","n/e","n/e","n/e","1958","1622","1622"
"02.06.2020 06:00 - 02.06.2020 07:00","1139","1073","1073","n/e","n/e","n/e","1766","1498","1498"
"02.06.2020 07:00 - 02.06.2020 08:00","2465","2342","2342","n/e","n/e","n/e","1349","1122","1122"
"02.06.2020 08:00 - 02.06.2020 09:00","3914","3639","3985","n/e","n/e","n/e","932","743","675"
"02.06.2020 09:00 - 02.06.2020 10:00","5099","4681","5189","n/e","n/e","n/e","516","402","375"
"02.06.2020 10:00 - 02.06.2020 11:00","5931","5667","5962","n/e","n/e","n/e","563","412","374"
"02.06.2020 11:00 - 02.06.2020 12:00","6361","6294","6319","n/e","n/e","n/e","611","427","379"
"02.06.2020 12:00 - 02.06.2020 13:00","6537","6525","6386","n/e","n/e","n/e","659","446","389"
"02.06.2020 13:00 - 02.06.2020 14:00","6337","6414","6277","n/e","n/e","n/e","709","542","511"
"02.06.2020 14:00 - 02.06.2020 15:00","5768","5951","5767","n/e","n/e","n/e","758","645","643"
"02.06.2020 15:00 - 02.06.2020 16:00","4785","5023","4996","n/e","n/e","n/e","808","750","777"
"02.06.2020 16:00 - 02.06.2020 17:00","3587","3779","3794","n/e","n/e","n/e","958","880","932"
"02.06.2020 17:00 - 02.06.2020 18:00","2132","2223","2272","n/e","n/e","n/e","1107","1014","1094"
"02.06.2020 18:00 - 02.06.2020 19:00","889","942","963","n/e","n/e","n/e","1257","1149","1257"
"02.06.2020 19:00 - 02.06.2020 20:00","160","172","174","n/e","n/e","n/e","1314","1176","1268"
"02.06.2020 20:00 - 02.06.2020 21:00","0","0","0","n/e","n/e","n/e","1371","1206","1280"
"02.06.2020 21:00 - 02.06.2020 22:00","0","0","0","n/e","n/e","n/e","1428","1237","1293"
"02.06.2020 22:00 - 02.06.2020 23:00","0","N/A","0","n/e","n/e","n/e","1250","N/A","1173"
"02.06.2020 23:00 - 03.06.2020 00:00","0","N/A","0","n/e","n/e","n/e","1226","N/A","1099"
"03.06.2020 00:00 - 03.06.2020 01:00","0","N/A","0","n/e","n/e","n/e","1204","N/A","1026"
"03.06.2020 01:00 - 03.06.2020 02:00","0","N/A","0","n/e","n/e","n/e","1133","N/A","1003"
"03.06.2020 02:00 - 03.06.2020 03:00","0","N/A","0","n/e","n/e","n/e","1063","N/A","982"
"03.06.2020 03:00 - 03.06.2020 04:00","0","N/A","0","n/e","n/e","n/e","993","N/A","962"
